video_name,label_first,selected_side_<lambda>,elbow_angle_2d_smooth_mean,elbow_angle_2d_smooth_std,elbow_angle_2d_smooth_min,elbow_angle_2d_smooth_max,elbow_angle_3d_smooth_mean,elbow_angle_3d_smooth_std,elbow_angle_3d_smooth_min,elbow_angle_3d_smooth_max,body_alignment_angle_2d_smooth_mean,body_alignment_angle_2d_smooth_std,body_alignment_angle_2d_smooth_min,body_alignment_angle_2d_smooth_max,body_alignment_angle_3d_smooth_mean,body_alignment_angle_3d_smooth_std,body_alignment_angle_3d_smooth_min,body_alignment_angle_3d_smooth_max,hip_angle_2d_smooth_mean,hip_angle_2d_smooth_std,hip_angle_2d_smooth_min,hip_angle_2d_smooth_max,hip_angle_3d_smooth_mean,hip_angle_3d_smooth_std,hip_angle_3d_smooth_min,hip_angle_3d_smooth_max,knee_angle_2d_smooth_mean,knee_angle_2d_smooth_std,knee_angle_2d_smooth_min,knee_angle_2d_smooth_max,knee_angle_3d_smooth_mean,knee_angle_3d_smooth_std,knee_angle_3d_smooth_min,knee_angle_3d_smooth_max,elbow_angle_3d_smooth_diff_mean,elbow_angle_3d_smooth_diff_std,body_alignment_angle_3d_smooth_diff_mean,body_alignment_angle_3d_smooth_diff_std,hip_angle_3d_smooth_diff_mean,hip_angle_3d_smooth_diff_std,pose_detected_mean
1.mp4,incorrect,right,131.52938488737357,50.035480809140246,37.01425513905168,178.07954662162732,132.99302589485754,26.328173181395844,89.5823557733579,166.492159375229,162.16956476451355,13.178542953530446,136.66443770260025,179.9395931008317,158.7666230839926,10.430664680721199,136.39596382969492,173.07629732561037,168.5027432357208,8.205630745528586,147.33268157492583,179.78687333351257,163.02866649510207,7.322492758307351,146.60542041903875,176.27048120910945,152.78405359757724,4.05255665883576,145.4386308114469,162.24874620218506,151.55682599289736,4.188542036979598,143.09933355548304,161.2041324025696,0.046671223501245286,1.9392999123093089,-0.024746072597701584,0.783434882363861,0.003578551648859948,0.7755657501389864,1.0
10.mp4,incorrect,right,143.7096196556132,47.9223232843178,35.97571532365639,180.04950278052183,122.1308296213353,29.776975444436026,58.17932545014994,153.7509539871029,169.43776409193825,5.977259971388767,158.3532591431211,179.5340727040204,163.94330944732303,3.6056377484861435,156.8635579284642,172.59336339171307,171.41732975197482,6.096538446985657,159.52848786168454,179.6979578227021,165.06700074819966,7.659450362796937,150.34020658351955,178.10969457517479,156.85051026454857,6.433792051105353,146.88497911838556,169.67063703828214,155.8462262230314,6.751475479094899,145.19576382660617,168.33625903565922,0.12651311697361847,3.27157786994376,0.012559318343843643,0.7359507974718613,0.072173878310884,1.2533096140881272,1.0
11.mp4,incorrect,right,124.31830908313529,61.609327938666915,6.362616345369478,181.27794801227319,117.4402917410644,38.226489116663565,56.695956939871266,156.89809238384026,161.90636567661605,8.052657785323417,148.06422199966585,180.12783023625872,159.20702930631393,6.59542324874847,147.9468178855443,169.92110522237493,174.7108492505197,4.187903417626438,164.78732400584684,179.97382394486974,168.01835117865673,5.219672803204501,159.53339695326645,175.61687747404326,149.4415556582597,4.8960312764477125,142.19691191392735,158.9410575590342,148.76476336020602,4.2336787192092,142.20865886784284,157.63488410589682,0.041824796970691365,4.245996204485908,0.01436349108288313,0.9078197964786754,-0.12366964439670053,1.1631411467754416,1.0
12.mp4,incorrect,right,140.16614752480396,52.02929949722262,12.468674293526954,180.27685670639008,121.8260549503966,29.163012255139677,63.31351481013185,154.8141970303863,169.8523253332889,6.9179452906082375,159.01271130345668,179.74938998593228,161.849822487444,4.782042988293421,151.3344423800076,170.11335456988115,165.90020901780895,4.044052941503836,156.74938318778666,173.90951642396038,158.38720134705588,7.147838798838307,145.2318101199631,171.92268323840136,133.58310661906253,16.527778677824685,104.66707329347864,160.82977489265892,132.67787799370058,15.57658227482219,103.57521418621592,158.33179881254992,-0.07291328324340493,4.102400230416525,0.0021956102742308305,0.8660736571359628,0.004506063877197638,1.1516182610229446,1.0
13.mp4,incorrect,right,116.39607192449546,53.141496451888464,13.799649704341379,179.66243598520998,111.17475905362393,27.44158878056359,60.73791892733948,148.27768921827732,162.9205287360426,8.16306275041758,143.86699832418782,177.95210377685555,160.2078317536874,7.299840675554072,143.8206130869565,174.0126158757409,170.29692208716347,7.512728364045993,156.23676033307873,179.4991323361134,166.80018688959396,8.979368708950712,147.61516618181417,178.66509978102863,140.0051022954865,10.235225285650836,123.61377604820531,162.88827970718356,139.66337872457206,10.126724808453277,123.49867077586943,162.70213154732335,-0.019197033390506844,3.9604152639846903,-0.03739505723527354,1.004667508462089,-0.07742602410992111,0.9502663790679949,1.0
14.mp4,incorrect,right,144.460590525978,40.705196564061296,41.86773065376802,178.389056065671,136.64925407123684,29.245141778630973,61.25452053266738,169.34364147348788,162.78131579755683,14.275930554895657,135.73884685023273,178.82623929155665,157.3388582818476,10.529641507194318,136.16140751134017,173.05043820965204,166.52941521472442,8.263673796343435,146.6230192705031,178.64824510739464,160.52359208396487,7.829394559346421,145.7690544710656,177.33287832374873,161.40673349206534,5.901701672288521,146.59895279581633,169.18226009874013,160.50031529743487,6.019456714425974,144.85493637098864,168.5906739909483,0.17004955751145973,2.6147136187235462,0.04980703148755545,0.9932675812304421,0.08697386251371185,0.9763883781995888,1.0
15.mp4,incorrect,right,139.21153995476323,44.68087875232611,39.3831600186614,176.91623424052977,135.84187925287574,31.322619200449136,59.03944501375682,167.37820421621603,162.01200370046126,14.381138106539433,133.84821543156986,179.2996333189214,157.46323599805154,11.213338690771472,134.15588426567854,174.335724378323,164.07084778355943,9.696340172230496,141.8039855616984,178.6125386317734,159.05007880092643,8.064361570032165,141.34991392907182,175.93641995278375,165.3672411057904,3.787315549670786,158.1252154997075,173.71435181538396,164.10302773933572,3.3427660384380524,157.07525934311855,170.17508165342286,0.09869691285490748,3.217811033565351,0.02741137779383158,1.0991407565904951,0.052585971483072494,1.0857085258286476,1.0
16.mp4,incorrect,right,141.4020745830601,41.92638732285067,43.46229774584194,174.91805353902413,128.44510499589612,33.009719891076365,43.40451268512085,157.75342544108443,163.85091948700966,9.891241899410007,146.22949680691167,178.9362764075983,159.8508391479281,8.460887188880864,144.746345738076,174.45356025079727,170.55282659515092,5.024454236058631,161.22998979647062,178.86120110863718,163.33581708661404,6.636564450085574,153.12915454928267,175.3279182178825,146.63632334735112,23.832096186410453,101.79157157394647,170.3052984841911,145.7610761310791,24.36558894038148,99.61463934414326,170.12395032459813,0.12198110366539384,4.152624107676115,-0.08483987534185185,0.7719659699559126,-0.008775657018939379,0.8727284918882704,1.0
17.mp4,incorrect,right,142.31157487916198,40.54092891531866,44.41840281372339,175.8153054789376,131.49941790035072,30.56725124017992,46.79598950329952,157.26880879496593,151.5975385826252,2.6356927746600167,145.22615409572174,158.5436833039459,150.18939467101126,2.806071802963784,145.229281767704,155.427859595825,174.87429922097297,3.7713788314549617,165.40005892557014,179.61652189421602,164.3497505864891,6.3821350662733245,154.67216445989115,175.55970963348688,123.92163729164506,15.010814666844272,105.84980559419623,146.9217567638118,123.03721303322608,15.648216616938093,103.30516246020196,146.78077585910938,0.07742139126482153,4.183428814432505,-0.07200876868461244,0.5206162850053655,0.048273124597320416,0.8408241126470216,1.0
18.mp4,incorrect,right,107.72059231945265,62.58514842053104,21.624213436670555,175.32709001614768,121.02607581778648,31.577532974119734,66.06003433407918,158.99898603873902,153.52443214451142,3.3711510240942726,146.9709703597709,159.25650109082972,152.44546680544485,3.9008092474687,145.04085088101817,157.4441599336889,173.76642993866338,3.7563206578668122,167.8914600230559,179.94011027804834,167.10060043094936,4.6295243085713595,159.17795769065455,172.59306125705444,137.2059764537505,15.824663435751672,108.68496569516793,152.61147200695143,136.72469567187105,16.249972592345582,107.58128907123512,152.55836404745563,0.03538955134122751,2.3330665254857608,-0.015358783776427555,0.3994063593958714,0.014029614113991553,0.5784888761018471,1.0
